0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,label
-322.6928405761719,170.57394409179688,-81.61507415771484,39.977394104003906,56.14421844482422,-53.36600875854492,-21.929218292236328,-9.971104621887207,-51.333866119384766,-19.099300384521484,-16.770801544189453,-42.179866790771484,-4.16014289855957,1.2318038940429688,-28.16584587097168,-8.035327911376953,1.5534110069274902,-13.970534324645996,-6.087517738342285,-5.628361225128174,-11.358267784118652,-4.15268087387085,-11.690252304077148,-13.238113403320312,1.6592012643814087,-5.369372367858887,-13.284308433532715,-2.7260358333587646,-3.5248332023620605,-7.349976062774658,-2.609839916229248,-4.4690680503845215,-5.3079938888549805,-5.056337833404541,-10.3841552734375,-8.060832977294922,-6.287370681762695,-11.244913101196289,-4.00295877456665,6.545888900756836,0
-384.4394836425781,171.77276611328125,-53.616756439208984,13.613435745239258,32.037879943847656,-42.61963653564453,-22.90079116821289,-19.658456802368164,-49.85679626464844,-17.25733757019043,-13.23879337310791,-38.8012580871582,-9.494466781616211,0.018192758783698082,-25.24292755126953,-13.212648391723633,-3.9530134201049805,-16.728256225585938,-10.976357460021973,-8.236104011535645,-14.196409225463867,-8.058004379272461,-8.550179481506348,-11.701008796691895,-5.022592544555664,-6.90610933303833,-10.083856582641602,-4.980751991271973,-6.090341567993164,-6.329402446746826,-1.5768555402755737,-3.6858999729156494,-5.291866779327393,-4.213569164276123,-6.7593607902526855,-5.210020065307617,-2.8085198402404785,-4.839067459106445,-1.6420881748199463,3.400240421295166,0
-428.920166015625,132.75344848632812,-50.340301513671875,9.906248092651367,31.597782135009766,-30.21632194519043,-21.51948356628418,-13.991063117980957,-29.695554733276367,-12.308497428894043,-18.215059280395508,-33.06209182739258,-8.123932838439941,-6.175854682922363,-22.77794647216797,-6.33603048324585,0.7727250456809998,-10.327905654907227,-6.243247032165527,-6.697340488433838,-10.890661239624023,-4.446938514709473,-8.400375366210938,-13.519571304321289,-6.570516586303711,-7.942864418029785,-9.151926040649414,-0.6416082382202148,-1.7184027433395386,-4.0841145515441895,2.065418243408203,-0.6381713151931763,-7.238853931427002,-5.360060214996338,-4.777853488922119,-6.641615867614746,-5.608800888061523,-5.2284698486328125,-4.428666591644287,-1.6008776426315308,0
-395.29693603515625,172.42221069335938,-75.08815002441406,15.6610746383667,39.008262634277344,-47.28357696533203,-20.110836029052734,-10.418760299682617,-42.87417984008789,-13.592135429382324,-16.028926849365234,-40.2512321472168,-8.034624099731445,-4.885571479797363,-26.69428062438965,-4.97286319732666,1.099487543106079,-14.561147689819336,-7.346221923828125,-8.619084358215332,-15.2483549118042,-7.968235969543457,-12.636018753051758,-14.925732612609863,-4.207065105438232,-7.2162909507751465,-9.564860343933105,-1.3847943544387817,-2.98062801361084,-4.907416820526123,-2.303539752960205,-6.197558879852295,-7.695436000823975,-7.934201717376709,-12.299772262573242,-10.625930786132812,-8.933253288269043,-11.993082046508789,-6.833029270172119,3.711723804473877,0
-394.49920654296875,175.45774841308594,-73.03517150878906,13.853026390075684,42.227962493896484,-42.72927474975586,-21.90281105041504,-11.733918190002441,-41.1999626159668,-13.110891342163086,-15.497214317321777,-39.99991989135742,-8.580376625061035,-4.30099630355835,-27.52704429626465,-8.223217010498047,-1.721165418624878,-16.49263572692871,-8.660625457763672,-11.025787353515625,-18.25303840637207,-6.9338178634643555,-11.439919471740723,-17.951377868652344,-4.5493903160095215,-5.501358509063721,-11.864304542541504,-2.5959129333496094,-2.0408987998962402,-5.5664591789245605,-0.25493937730789185,-3.281081199645996,-8.792319297790527,-6.797050952911377,-8.63925552368164,-10.937979698181152,-8.590206146240234,-6.117639064788818,-0.42193955183029175,5.614871025085449,0
-389.5358581542969,167.9254913330078,-75.58036804199219,12.936003684997559,43.96853256225586,-43.6854133605957,-26.77018165588379,-13.653367042541504,-43.0341911315918,-16.441987991333008,-13.2503662109375,-37.02030563354492,-10.837029457092285,-3.5664360523223877,-23.775102615356445,-9.12148666381836,-2.6403331756591797,-13.713908195495605,-5.581742763519287,-5.5901618003845215,-12.201321601867676,-6.726258754730225,-12.968761444091797,-16.915430068969727,-3.9924867153167725,-3.7527267932891846,-8.90356159210205,-3.650283098220825,-4.076124668121338,-4.9584879875183105,-0.9264435172080994,-4.124786376953125,-7.966976165771484,-9.203030586242676,-12.00487232208252,-9.312539100646973,-8.23298168182373,-13.358170509338379,-9.389487266540527,-0.18276818096637726,0
-386.1657409667969,160.8988800048828,-65.85369873046875,17.138750076293945,38.823917388916016,-47.40883255004883,-24.813018798828125,-8.471211433410645,-40.295658111572266,-17.400712966918945,-13.294882774353027,-36.57072830200195,-12.5166654586792,-5.551914691925049,-25.457082748413086,-9.501338005065918,0.16422469913959503,-12.359004974365234,-7.902064800262451,-5.1986002922058105,-9.237137794494629,-7.345736026763916,-14.300219535827637,-14.221789360046387,-1.7895389795303345,-5.893491268157959,-11.443402290344238,-4.173311710357666,-5.826534271240234,-8.633115768432617,-3.0093791484832764,-3.7450103759765625,-6.586228847503662,-7.586988925933838,-12.126107215881348,-11.764744758605957,-9.555717468261719,-11.715907096862793,-6.223799228668213,4.037809371948242,0
-366.10894775390625,152.46510314941406,-59.19154357910156,12.391621589660645,38.45729064941406,-37.07072830200195,-22.611251831054688,-10.863359451293945,-39.064632415771484,-17.603652954101562,-13.77608585357666,-36.23017501831055,-12.586762428283691,-2.9306089878082275,-23.04608154296875,-10.160172462463379,0.6139959096908569,-10.53637409210205,-5.950685024261475,-4.037479400634766,-11.521929740905762,-8.635258674621582,-12.290423393249512,-15.289288520812988,-3.0764102935791016,-2.799187421798706,-10.271318435668945,-3.857227087020874,-0.7069023251533508,-4.02766227722168,-2.0361146926879883,-3.177725315093994,-6.082253932952881,-6.06161642074585,-9.854434967041016,-11.391117095947266,-8.720739364624023,-9.888681411743164,-7.4497971534729,-0.32321423292160034,0
-417.1454772949219,164.0409393310547,-56.238189697265625,12.98741340637207,34.538551330566406,-40.8251953125,-22.261274337768555,-12.427995681762695,-40.37796401977539,-15.780535697937012,-15.205201148986816,-39.26093673706055,-13.18491268157959,-4.690113544464111,-24.294925689697266,-9.728699684143066,-2.156575918197632,-14.311013221740723,-8.940874099731445,-9.31870174407959,-14.011853218078613,-6.1824421882629395,-12.395307540893555,-17.290937423706055,-2.733680009841919,-3.0126616954803467,-11.022893905639648,-3.794740676879883,-2.7785818576812744,-7.09298038482666,-3.0110251903533936,-3.754138946533203,-7.896944522857666,-8.519394874572754,-11.246743202209473,-9.731582641601562,-4.809296607971191,-4.983778953552246,-1.564700722694397,5.0619072914123535,0
-411.33673095703125,159.90684509277344,-48.286006927490234,8.0580472946167,34.24542999267578,-32.29209518432617,-25.403156280517578,-17.749614715576172,-37.14813232421875,-16.544208526611328,-17.911596298217773,-35.61833190917969,-10.746419906616211,-6.494468688964844,-26.27330207824707,-11.75118350982666,-3.3797528743743896,-14.343935012817383,-7.521483421325684,-5.6953301429748535,-13.355440139770508,-8.96956729888916,-10.54313850402832,-13.31968879699707,-3.496934175491333,-3.6330227851867676,-9.343473434448242,-4.340135097503662,-2.7192094326019287,-3.4478821754455566,0.13547483086585999,-2.3629181385040283,-6.431380748748779,-7.507170677185059,-10.897335052490234,-9.815666198730469,-6.55059289932251,-8.563848495483398,-5.551636695861816,1.1807464361190796,0
-406.2176208496094,159.00814819335938,-53.8764762878418,9.80204963684082,36.83387756347656,-34.36919021606445,-24.472558975219727,-13.49846076965332,-36.70542907714844,-18.66426658630371,-17.090106964111328,-34.30741882324219,-12.853387832641602,-6.521137237548828,-22.116701126098633,-11.488790512084961,-6.375124454498291,-14.200636863708496,-7.7546305656433105,-6.6805419921875,-10.34717082977295,-6.478430271148682,-11.013765335083008,-12.603230476379395,-3.656118631362915,-5.437897682189941,-9.232512474060059,-4.3503570556640625,-3.733102798461914,-3.4851272106170654,-0.8449034094810486,-3.4868738651275635,-5.75417423248291,-7.707867622375488,-11.024053573608398,-7.120970249176025,-3.1226186752319336,-5.556946277618408,-3.1033244132995605,2.726564884185791,0
-362.97265625,152.46401977539062,-57.109745025634766,11.022011756896973,38.14650344848633,-39.030906677246094,-28.502599716186523,-11.828726768493652,-37.49728775024414,-21.148086547851562,-15.710838317871094,-34.64448928833008,-13.619924545288086,-2.490468978881836,-19.98235511779785,-11.777083396911621,-3.3009228706359863,-11.88696575164795,-7.653972625732422,-5.858088970184326,-10.994852066040039,-6.778461456298828,-9.26218032836914,-13.290005683898926,-5.374790191650391,-5.586816787719727,-9.972281455993652,-3.549527883529663,-1.240402340888977,-2.9675118923187256,0.23408642411231995,-1.6476436853408813,-6.639606475830078,-7.726129531860352,-9.105359077453613,-8.263727188110352,-7.03560733795166,-10.327680587768555,-8.55679988861084,-1.6458882093429565,0
-382.59515380859375,151.71975708007812,-59.598114013671875,14.284361839294434,33.9208869934082,-39.86701202392578,-20.085538864135742,-16.57132339477539,-47.395633697509766,-19.265602111816406,-18.103418350219727,-41.997406005859375,-12.63608455657959,-2.5187480449676514,-23.31363868713379,-11.0266695022583,-3.996539354324341,-12.933191299438477,-5.4460859298706055,-7.104168891906738,-11.999088287353516,-2.4127628803253174,-7.641158580780029,-14.897006034851074,-4.523052215576172,-4.443655490875244,-9.710999488830566,-3.481995105743408,-2.3459932804107666,-4.780843257904053,-3.1770284175872803,-5.52007532119751,-7.338235378265381,-7.613671779632568,-9.75161075592041,-7.138418674468994,-6.5132670402526855,-11.199974060058594,-7.795771598815918,-1.1144201755523682,0
